b0171	pyrH	b3983	rplK	0.76
b0171	pyrH	b3984	rplA	0.82
b0171	pyrH	b3985	rplJ	0.74
b0171	pyrH	b3986	rplL	0.97
b0171	pyrH	b4043	lexA	0.9
b0171	pyrH	b4143	groEL	0.76
b0172	frr	b0184	dnaE	0.352102
b0172	frr	b0911	rpsA	0.320571
b0172	frr	b3189	murA	0.320571
b0173	ispC	b2515	ispG	0.352102
b0174	uppS	b1866	aspS	0.88
b0176	yaeL	b0180	fabZ	0.352102
b0176	yaeL	b0185	accA	0.352102
b0177	yaeT	b0179	lpxD	0.352102
b0177	yaeT	b0181	lpxA	0.352102
b0177	yaeT	b0182	lpxB	0.352102
b0177	yaeT	b1137	ymfD	0.72
b0177	yaeT	b2081	yegQ	0.86
b0178	hlpA	b0179	lpxD	0.408408
b0178	hlpA	b0241	phoE	0.271021
b0178	hlpA	b0957	ompA	0.271021
b0179	lpxD	b0015	dnaJ	0.84
b0179	lpxD	b0169	rpsB	1.0
b0179	lpxD	b0180	fabZ	0.408408
b0179	lpxD	b0181	lpxA	0.574324
b0179	lpxD	b0182	lpxB	0.352102
b0179	lpxD	b1000	cbpA	0.96
b0179	lpxD	b1269	yciL	0.98
b0179	lpxD	b2585	pssA	0.86
b0179	lpxD	b3186	rplU	0.7
b0179	lpxD	b3296	rpsD	0.99
b0179	lpxD	b3301	rplO	0.73
b0179	lpxD	b3303	rpsE	0.93
b0179	lpxD	b3309	rplX	0.9
b0179	lpxD	b3313	rplP	0.73
b0179	lpxD	b3314	rpsC	0.98
b0179	lpxD	b3315	rplV	0.84
b0179	lpxD	b3317	rplB	0.98
b0179	lpxD	b3319	rplD	0.95
b0179	lpxD	b3320	rplC	0.99
b0179	lpxD	b3321	rpsJ	0.78
b0179	lpxD	b3341	rpsG	0.301051
b0179	lpxD	b3619	rfaD	0.95
b0179	lpxD	b3783	rho	0.88
b0179	lpxD	b3983	rplK	0.73
b0179	lpxD	b3984	rplA	0.88
b0179	lpxD	b4203	rplI	0.79
b0180	fabZ	b0169	rpsB	0.95
b0180	fabZ	b0181	lpxA	0.408408
b0180	fabZ	b0185	accA	0.352102
b0180	fabZ	b0882	clpA	0.81
b0180	fabZ	b0911	rpsA	0.89
b0180	fabZ	b3296	rpsD	0.95
b0180	fabZ	b3308	rplE	0.84
b0180	fabZ	b3314	rpsC	0.78
b0180	fabZ	b3315	rplV	0.83
b0180	fabZ	b3317	rplB	0.96
b0180	fabZ	b3320	rplC	0.94
b0180	fabZ	b3341	rpsG	0.88
b0180	fabZ	b3984	rplA	0.96
b0180	fabZ	b4203	rplI	0.77
b0181	lpxA	b0169	rpsB	0.76
b0181	lpxA	b0182	lpxB	0.540541
b0181	lpxA	b0183	rnhB	0.442192
b0181	lpxA	b0184	dnaE	0.408408
b0181	lpxA	b1207	prsA	0.97
b0181	lpxA	b3041	ribB	0.89
b0181	lpxA	b3314	rpsC	0.94
b0181	lpxA	b3320	rplC	0.82
b0181	lpxA	b3986	rplL	0.91
b0182	lpxB	b0183	rnhB	0.408408
b0182	lpxB	b0184	dnaE	0.408408
b0182	lpxB	b3296	rpsD	0.88
b0182	lpxB	b3320	rplC	0.85
b0182	lpxB	b3980	tuf	0.74
b0183	rnhB	b0184	dnaE	0.408408
b0184	dnaE	b0114	aceE	0.84
b0184	dnaE	b0169	rpsB	0.99
b0184	dnaE	b0185	accA	0.408408
b0184	dnaE	b0470	dnaX	1.0
b0184	dnaE	b0640	holA	1.0
b0184	dnaE	b2699	recA	0.320571
b0184	dnaE	b3066	dnaG	0.320571
b0184	dnaE	b3169	nusA	0.320571
b0184	dnaE	b3296	rpsD	0.320571
b0184	dnaE	b3339	tuf	0.98
b0184	dnaE	b3701	dnaN	0.82
b0184	dnaE	b3702	dnaA	0.320571
b0184	dnaE	b3980	tuf	0.86
b0184	dnaE	b4052	dnaB	0.320571
b0184	dnaE	b4059	ssb	0.99
b0184	dnaE	b4200	rpsF	0.310811
b0185	accA	b3168	infB	0.78
b0185	accA	b3255	accB	0.320571
b0185	accA	b3315	rplV	0.71
b0186	ldcC	b4131	cadA	1.0
b0190	yaeQ	b3339	tuf	0.71
b0196	rcsF	b3661	nlpA	0.408408
b0197	metQ	b0198	metI	0.540541
b0197	metQ	b0199	metN	0.408408
b0198	metI	b0199	metN	0.408408
b0198	metI	b3661	nlpA	0.352102
b0199	metN	b3339	tuf	0.93
b0199	metN	b3699	gyrB	0.8
b0200	gmhB	b0222	lpcA	0.352102
b0200	gmhB	b3149	yraO	0.352102
b0207	dkgB	b3012	dkgA	0.320571
b0209	yafD	b4143	groEL	0.96
b0211	mltD	b0104	guaC	0.95
b0214	rnhA	b0023	rpsT	0.73
b0214	rnhA	b0115	aceF	1.0
b0214	rnhA	b0116	lpdA	0.98
b0214	rnhA	b0215	dnaQ	0.408408
b0214	rnhA	b1274	topA	0.95
b0214	rnhA	b1763	topB	0.98
b0214	rnhA	b1861	ruvA	0.83
b0214	rnhA	b2011	sbcB	0.76
b0214	rnhA	b3303	rpsE	0.76
b0214	rnhA	b3307	rpsN	0.7
b0214	rnhA	b3314	rpsC	0.73
b0214	rnhA	b3317	rplB	0.84
b0214	rnhA	b3417	malP	0.71
b0214	rnhA	b3732	atpD	0.85
b0214	rnhA	b3733	atpG	0.95
b0214	rnhA	b3734	atpA	0.77
b0214	rnhA	b3822	recQ	0.86
b0214	rnhA	b4059	ssb	1.0
